Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Stress_Level,Grades
8.704556369017876,2.4456334275676297,8.185908255429862,3.070730312518826,0.0,High,0
4.973005550524132,2.0043650657184098,5.688038454633878,4.608710218623655,1.0519649528082273,Low,1
2.8845781420881993,0.9587009050377602,7.466469690936306,0.5927499073442211,0.0,Low,0
6.645089824206378,0.0,7.728238107305866,1.2114427920470257,0.4392985469752848,Low,1
2.5583127000579555,1.0047849019952648,6.857848826398181,1.8567006393866936,0.4345449717638442,Moderate,0
5.4177271900095105,1.1956551289460486,7.893067826986773,0.5382033478071642,0.7864349542929167,Low,1
1.0806597522404489,1.1870710328099858,7.14765184053745,3.4678395931838857,0.04936691944374405,Low,0
2.343627902203139,2.1185563569779244,8.217129921156111,1.8948581819515646,0.9426083539523903,Low,0
5.393722471738247,3.4856764110148397,5.477794695074146,2.182935535064069,1.3683732035849423,Low,1
6.476933159990821,1.623529201841093,6.651224738993131,2.930259690161238,0.0,Moderate,1
5.342736562379941,1.2832682108435383,6.928186857148965,1.892432725436886,0.49205400797642274,Moderate,0
4.768703435223519,1.2407781869959074,4.327792615528651,0.7736913077362022,3.0,Moderate,0
4.3977926088214225,1.6243847669077143,5.914047266421465,1.9054696425522994,1.263389711092679,Low,1
2.0429560192651453,0.671706239651601,6.186400745641214,0.7157279607299163,0.0,Moderate,0
3.5603115832105825,1.620198558746055,7.94820599482335,2.1619713336747295,0.0,High,0
4.078722458080425,1.9508123363317997,6.2931566536854,3.495406581202695,1.180723396298289,Low,1
7.114244452437831,1.7096860635744882,6.181921012694023,0.2375325615915025,1.0805328308593902,High,0
5.687236579136923,1.9575419340047813,7.817485780656192,0.0,0.530045758639296,Moderate,0
1.473919689274532,1.9337476093485353,5.3820893542099455,2.0738749038795112,2.754651965510381,Low,0
5.64816793878959,0.0,4.928755932556427,0.848300574884141,3.0,Low,1
4.229835439167367,2.136870158395403,6.638407699930654,2.0476179116179534,0.7884933121202213,Low,1
3.6461559993880828,0.8289851543375464,5.552293231921645,2.480605280914551,1.6983654927413911,Moderate,0
6.2233525776817356,0.4041608369960421,5.590320705340351,0.0,1.7385329370568021,Moderate,1
7.061999044991902,0.3955481721450038,7.573433791687982,3.034774141487813,1.8446985115820618,High,0
6.862560238232398,1.9335416104725294,7.875973837912579,0.2454972455671265,0.4879317425808769,Moderate,1
3.3215649535547227,1.277425072775147,7.788864215852125,1.966478074152965,2.5515593737764295,Moderate,0
4.381575248297571,0.0,8.108776660307234,1.0109264968423548,0.9451222430124726,Moderate,0
5.662526862807128,1.9780378151922835,8.241134320014801,1.1720644778235585,1.337593664820089,Moderate,0
6.951090254244718,0.06039186920117268,4.871409791173069,4.540936909426982,1.0016348081826483,Low,1
4.04165152430942,1.6398213585182109,7.4504119599294665,2.4789012811934916,0.888251062160993,Low,1
4.628682046672366,1.738498925673054,6.470391800430441,3.3570326044303864,1.2227235679502877,Moderate,0
2.7873300519879436,2.385577081695045,6.252575754009564,2.2264120313041142,0.0512915409651864,Low,0
2.6075867518386584,3.2816847864668515,7.560414632208706,2.9300203619824305,0.0,Moderate,0
6.625051644788396,0.13532367409945834,5.2697045201042485,2.6260675432151777,0.8292956191890186,Moderate,1
7.712480057141645,1.4475261439369507,5.24889139412768,2.3816842170302386,0.2956578904613846,Moderate,1
4.855979756839332,1.2236647049557827,7.633572744081717,3.6607338637470197,1.4380029423893121,Low,1
7.007065795784048,1.9337496859609622,7.4877860175108975,2.234758180766405,1.347032126969319,Low,1
5.723272050095268,1.7156687709336187,7.13673265587151,5.4277228583265575,1.0107840157573615,Low,1
3.7097604907897512,1.14745375726338,6.120086595276863,3.4407973592186565,2.185259832443508,Low,0
5.722791211016828,1.0590978113891445,7.7438296345821245,0.2906889533904653,0.9950178569096242,Moderate,0
8.076073132931938,0.3835491448159525,7.680302892060476,1.7351754365255265,0.0,Moderate,1
4.928347921780097,2.4878615824065093,7.085304515047454,2.595616399236002,0.8210846066764674,Low,1
8.129287311628012,1.9592041815995294,5.822678958730228,2.0667452535680555,1.936774213484008,Low,1
0.0,2.4177681977951373,6.574751654270493,3.030310128458252,0.0,Moderate,0
6.643805008750448,1.1896038635244863,7.837833677524443,3.1955250572508103,0.9247709383600189,Low,1
5.174094136476342,0.8431645313055696,8.327191222801787,0.0,1.4603696276471643,Low,1
4.401985299068265,0.4216849333707722,6.673463396623672,3.921616317074742,3.0,Moderate,0
5.183521553071005,1.8589175837406595,6.750327032191738,1.2547738017709333,1.9666061095420848,Low,1
1.0248621707982144,0.46020677547176536,6.838310891974939,1.1061432412028642,1.1060931066915884,High,0
4.560656224324976,3.34866306896655,7.274893008910972,1.1013164109416893,1.4166073810775575,Moderate,0
5.7142251430234925,0.19235741890655955,6.418932699939976,3.212864608985875,0.0,Moderate,0
7.955788089483033,1.7736601192125019,4.105814942428417,1.599398452778321,0.16022225127523004,Low,1
3.9634595634527052,3.0668547072137864,8.192769001647097,1.004672533493439,1.5207645368885045,Low,0
3.3830127942136246,2.099089759263809,8.79468894716255,1.364061263834694,1.1289339173250543,Low,0
3.996485912830927,1.6756737124917793,6.387600140394287,0.0,1.2309929492779144,Low,0
6.830804235404148,0.5315163530381044,5.933346631081226,0.7367543540727697,1.027291722941889,Moderate,1
5.657502219319369,0.11823081143229608,6.862899477609778,0.14062467702035075,0.9959272819347885,Low,1
3.9404795924659224,2.270050108917586,6.812496116271227,1.5962460042561633,1.0823445187830378,High,0
6.026534866226712,3.0061472407749465,7.99551857716296,2.9962899054103884,0.1551718525881558,High,0
5.194155098696081,1.0611500095218285,7.054639441645038,2.8308138513998404,0.816858422124054,Moderate,0
6.937289981065779,0.36093849238364895,6.207377169628817,3.8851257463198747,0.004716294856926706,High,0
3.5958938122452953,0.0,5.681590549441951,3.550963725944931,0.5043228346094071,Low,0
4.3446757068044635,0.5192351563374623,7.865634184819673,1.2071049276224344,1.9567240073636265,Moderate,0
4.215783693735685,1.3863431575009597,7.599511241164249,2.0286071011305697,0.8553981516019492,Low,1
2.072970103735763,3.099123240836734,8.06055987809182,1.9511658586678722,1.4766715802246464,High,0
5.592240554129152,2.1731336922329687,6.0318132492789065,0.0,1.09223564329004,Moderate,0
5.522110544359778,1.805085404706753,8.838436899528329,0.17411069463538364,0.6920866664853804,Moderate,0
5.010226913284922,1.0998803386988691,5.256305492942763,1.7490699842733313,0.1931450347132614,Moderate,0
4.530825733249706,0.9168342827440437,7.70960102140148,1.7406553472887873,0.6799554780725134,Low,1
2.1692585158991715,2.9056475975079636,5.090417232803098,2.7684875813077503,1.1465427567844195,Moderate,0
4.158709354469282,1.7007385407583895,6.209668618301532,2.695462444303772,1.4641227552994078,High,0
4.314570966946461,0.0,8.561022930447958,0.0,1.097869491645829,Low,1
3.395445461556762,0.8264603521027571,7.831364254475989,2.777895101686295,1.5195842543565687,Moderate,0
4.677428576667982,0.6417839682283732,6.453779584512818,2.2678808096806455,0.0,Moderate,0
5.8081017136290765,0.9537359908225351,6.481162957178312,2.9350597724669436,1.6933300460668015,Moderate,0
8.77237180242106,2.0629106602850853,7.100622110835442,3.600298381462384,0.09739492743843736,Moderate,1
5.349155625663678,1.3925551182057505,7.514140990760723,1.7856755408180425,1.7868036937264171,High,0
5.515100781445529,1.423134592996338,8.251579382682696,3.8683823554701195,1.4019246747302745,Low,1
4.851108168467666,2.813473161325237,6.543765995391506,0.6658993191604301,0.0,Low,1
1.162457569401917,0.8035389102133116,5.3882149365127985,0.5813928194416722,1.5895702593479437,Moderate,0
4.946972249101567,3.36419952588735,7.1569686270487605,2.6431582852033118,1.7960778718663293,Moderate,0
5.120460419882053,0.8286924086289139,6.542569162491605,1.4468486820422304,2.0063027682767243,Moderate,0
9.926484224970572,1.5891981966125714,5.6993662952515525,2.3924488469284544,0.38512137271518165,High,0
4.615278070437755,1.218796404597233,7.297668915312794,4.989473179766737,1.143528673656421,Moderate,0
5.603094684667225,1.6234191335009611,6.786886245907211,2.5902426102559635,1.555559506438967,Moderate,0
4.9305764605895135,1.944591995073129,7.306512206469795,2.3182543082961793,1.5890614939296632,Low,1
2.662643924760936,1.9338352400888765,6.105555799812819,0.6961694320222289,1.327616609490375,Low,0
7.285645629030041,0.74688266937942,7.486710530325499,0.0,0.6586910052347021,Moderate,1
6.503866065373549,0.3770853225524293,5.682901803245022,1.891180077089734,1.790355003287318,High,0
6.582063894086094,4.003171790905711,6.172268610303417,3.600305369912294,1.7950559734516132,Moderate,1
3.181225090410522,1.016015660399447,6.757085768912722,1.515592989408989,0.876577355122718,Moderate,0
7.805588621872198,2.1992124386719865,8.741818414959715,2.6021937488080535,0.37315615676715086,Moderate,1
2.1962978744154382,0.0,7.784825368548494,4.139745909077874,0.4176773286414849,Low,0
6.173714187600541,1.2203872800953233,8.07719250426779,4.10227446984554,2.0918541722657698,Low,1
9.380911251619956,1.372800616017557,8.417077033343144,2.6432238314026737,1.760542707934741,Moderate,1
3.0189273497386235,1.9728150699278326,10.0,2.255159717986014,0.9839681738239764,High,0
3.867404540794456,0.0,7.041589067558434,0.0,0.8406614339832023,High,0
5.199302730175282,1.6661406130783307,8.420400923129856,1.0547080337345893,0.0,Moderate,0
3.9930486917676014,0.35025854463210715,8.01263525440194,1.5788662879728903,0.9324791164975266,Moderate,0
1.8986731378677346,1.824345711194924,7.996032503307526,0.7215025828487718,0.047107876356660694,Moderate,0
5.137125949612055,0.46367080316183706,8.77423961804018,2.3726798944291465,1.1271995811934066,Moderate,0
2.8753925725477902,0.6445173040744187,6.580686969015524,4.867472275229152,1.9481977974091527,Moderate,0
5.9471848612703635,1.2263723896067318,6.501314976063621,4.276642388992425,0.2156387576220471,Moderate,0
3.1611515315323935,0.4476705303968047,7.319765513481862,2.3658197927468105,1.1908694083104272,Low,0
8.09986881003508,1.0244655532646452,6.817300228078113,3.1691511080372425,1.7982238096079408,Low,1
3.4334934153275256,0.3066242314566847,7.318500852998173,0.9070935269658214,1.176236316217801,Moderate,0
4.355876967588649,0.0,8.562748785053012,4.196134026003202,0.5808136305197944,Moderate,0
6.62703443473934,2.5179570524293595,6.521853277293721,0.0,1.0083091242176907,Low,1
2.5382713671320896,0.20395130717607168,6.69532103740627,3.3692422416292436,1.7657989697823013,High,0
5.4549198692082586,1.3213191123920165,7.174311003526577,2.743384565299662,1.2100622879179537,High,0
7.614285508564857,2.252891081493785,6.77168157397483,0.8662109198683634,0.9973035339517256,Moderate,1
1.785033530877545,0.8850558974839569,5.0859941719865125,1.6868198648930934,1.924914500969301,Moderate,0
5.369267717064608,0.6748341002544621,6.4198723573010605,0.298620945265911,1.4119342959603385,Low,1
5.519765588496847,1.7262380886674216,7.687373242237505,0.36253992829665194,0.03767805684004255,High,0
6.563645743554621,2.617933822727152,8.437546750932647,0.0,1.5051301295855959,Low,1
2.526098578243836,0.3306847349135311,5.845381432462274,3.1512708533010674,1.7596470038258127,Low,0
2.3590867738314474,1.349852167982561,5.840717600769157,3.808017454140021,0.010146890330009595,Moderate,0
6.0438831312337955,0.0,7.030233802717335,0.0,0.0,Moderate,1
5.5939693464663724,1.10679899631781,4.924404935122164,4.757458274227259,0.16645386497731884,High,0
5.5009857006917535,1.5342046845380755,6.555029797012873,1.9819876450447405,0.9180002498531081,Moderate,0
5.692896418993952,0.6453753582449343,5.2639579404486065,2.434779807315257,1.807830676038348,Low,1
3.6399505568430186,1.0430081661747685,8.369061299842466,0.0,0.28723837265349694,High,0
5.464507394322007,0.09177323169254992,6.230668845649595,3.9812386252472978,1.444096213323574,Moderate,0
5.586144946597362,1.5770786113814936,8.652834186339028,2.300375139750251,0.0,Moderate,0
3.571297163947264,2.5556942488831496,8.113521353458339,3.7082393596569485,1.1442453762880642,Moderate,0
8.731549022289514,0.40285613022953637,6.353682702302583,3.831287480971615,0.674607636891656,High,0
5.947665841823575,0.8773282334476171,5.928040363153922,4.002311634081905,2.6788790253115193,Low,1
2.617393005594703,2.0025462464541817,6.806454250832411,1.0275788362216958,0.0,Low,0
6.313107217267659,2.7120907193227364,6.895353375741797,1.6880569881601932,0.9883988137566169,Moderate,1
3.050636659545357,0.006810187791068678,7.346146943952402,1.082446887905728,0.0,High,0
6.574169207484904,1.3312152625840508,6.223456710469821,3.3426446941119248,0.5602338134700395,Low,1
7.317191158014808,1.783130822319525,7.746394873522203,2.499333844045611,0.0,Low,1
3.358635363296579,1.397943609371152,7.2653280549999,3.603717296019857,2.8406309920726622,Moderate,0
6.926752258488643,0.0,6.659604843284136,3.6691082045858483,0.7155617055512095,Moderate,1
5.825561853872997,2.001090009308772,6.287959344581977,0.0,0.8311764053519861,Moderate,0
6.64412031998898,3.019336351090644,6.815115016901314,4.026155195830809,0.9658130199157571,High,0
8.793585965307894,1.6166617511695034,6.183098748172431,3.426291436648576,0.09417856576993267,Low,1
4.509223767994259,0.4688939467057367,7.058438694883588,1.4461626752217538,1.8441909869286208,Moderate,0
3.492527671285021,0.9868727536357169,7.08543868521991,2.524689149794443,1.512155316389074,Moderate,0
3.2209711407489534,3.269913067655593,7.26170728347634,1.814495642625944,1.7343506901374246,Moderate,0
3.3683794300691234,2.4099625408605587,8.766242409671854,2.924083517946764,0.025630494370968093,Low,0
4.845796581171792,2.1400266183843293,6.867555280300428,1.4429054289426855,1.9082521721952408,Moderate,0
5.682303949633288,1.856412583534376,8.004597867124483,2.7183908617536616,1.8158730234610463,Low,1
5.553381598660038,0.8388628878090276,7.229587396975702,2.100957956989028,0.8140855720073461,Moderate,0
6.654366498072047,1.2994288193442314,6.761755698101546,1.3517091447570422,1.7160168604348514,Moderate,1
5.026003783755814,1.422077264321484,6.880840730048766,2.285204367353088,1.21813729863543,Moderate,0
7.907068154314634,2.0495743160644437,6.94117359083195,6.0,0.0,Moderate,1
4.470686333524088,3.0089188942669036,7.279767707728216,0.9716950552614774,0.8537552784703678,Moderate,0
10.0,2.618338136793128,6.04067923478103,1.6250846131076462,0.614791969776282,High,0
6.251334695530012,0.08061564420395939,5.534659616555033,0.9978314005504538,1.0683354304383155,Moderate,1
3.285684887167435,1.7239949689010488,7.654297393474275,1.1551754217086243,1.8169010301866466,Moderate,0
2.8582150038777754,2.2367633451678968,7.898123832581259,3.2236615300780374,0.0,Low,0
5.96494483048637,2.1188603301446354,7.745635832802803,3.073823689454102,0.6451376735676506,Low,1
4.553074429348298,0.8707662366125806,7.154972018556473,1.9912047450180355,0.34253005363092803,Low,1
6.428000988184184,4.414109215768361,7.767224627453289,3.539444877903668,0.3768869557514347,Moderate,1
5.94647524914709,0.2229154376688811,7.713429026017142,3.190164943241465,0.34151276093314586,Moderate,0
4.854342174686255,0.41681155333395004,7.787629358954955,1.7564987209606788,1.0545362843843495,Moderate,0
3.30641256386319,1.7335950812615764,6.140459178657887,0.0,1.4185403622698713,Moderate,0
1.9703055506282707,3.6168030549638535,5.903048202845369,3.244674511923504,1.2786599671116203,High,0
4.106970095865957,0.6638051492958291,6.611430753247729,2.2544969315029624,1.1485345660473252,Low,1
6.712797588646945,1.2341716343530078,6.982615890457344,2.033335195550888,1.4973955902605145,High,0
5.4281874882604075,2.577293673015693,6.758078872867711,1.3009279699854268,2.904260906808311,Moderate,0
2.508522442576024,1.4821378451122664,5.123309668662125,3.116973423674474,1.1087131314511098,Low,0
5.346361851702364,1.1653961454697044,8.721692612135142,2.5227443786427513,1.816910722250619,Moderate,0
5.770634759457674,2.06563290188672,6.725954011114265,1.644757935796555,1.7713467476569495,Moderate,0
3.2322851275977342,1.772517990229593,7.172704416576954,0.16181817917163266,2.4222353304244937,Moderate,0
5.307450211891056,2.5304387856367914,8.24454899076306,3.6018936528201144,1.4484150919600576,Low,1
5.116417436892,2.7914688890653636,4.655027730478794,2.9073578347338156,0.3245470552208525,Moderate,0
2.714059404338754,1.8070030600053617,6.488306128088288,2.3831043499183933,1.243905536817503,Low,0
5.715574720696567,1.791732725378309,6.612882726420196,0.0,1.2009109947340382,Low,1
6.121569052736469,1.7141109822861336,6.663689954549356,1.94315861432591,1.652146087030221,High,0
7.166102486350554,1.9891305566492876,6.826513409286047,1.6381944447865049,0.3012826644004629,Moderate,1
7.1076041040698055,1.555170637871464,8.447134798444845,1.072256472418489,2.013056859167695,Moderate,1
2.244661264085818,1.4993915176777106,7.673458875727222,3.1313529178464266,1.0041897193120959,Moderate,0
3.124349920169754,2.6966271208272423,7.958035268628829,3.072290051250916,1.6715034031453855,High,0
6.0300705344173195,3.016116180355043,7.047120271810924,2.6552370757885817,1.2477385264589063,Moderate,1
6.027571901824418,0.0,5.600626953854499,3.556836372151614,1.0980726226560018,Moderate,1
6.030095372612096,1.510021151740569,4.9203029648539935,0.4665522289492361,1.1870851283870163,Moderate,1
10.0,0.8113055665547653,5.470592276768369,1.31951891484604,1.5375936091049787,Low,1
6.141781021386334,1.1890285335139277,7.359765704166019,2.1121883947787086,2.5669238352571355,Moderate,1
7.271131280361198,1.9025162097353214,7.031769712697635,1.0669969711581273,0.0,Moderate,1
6.908003526986405,2.1694383715424683,6.789836352443992,3.090753832555313,1.432002359139244,Moderate,1
6.302782502611596,1.387873556388655,6.631423093259864,1.2166987278024572,1.0351742368005976,Moderate,1
4.369461510719309,0.0,9.011721575442747,3.947555006670132,0.8583147462363164,High,0
6.517938440986535,0.5349544194238204,6.177096409023526,0.6032608973747153,0.0,High,0
3.4543495709248564,2.396499670200166,7.927819456116059,5.197975474250926,1.464166145004014,Low,0
4.526362786519982,0.0,7.001912936020994,5.043946033403634,0.900023490494949,Low,1
4.029272904341793,2.687427151682,6.939060488214003,1.857870280526983,0.3324572258589016,Moderate,0
5.163748278772645,2.0212299906445415,8.176637548616744,3.719255676388623,1.0339839781739881,Moderate,0
9.629317133347017,2.8161760815300223,8.462530382691444,1.3993579092370894,0.765767815148096,Moderate,1
1.2654696148165039,1.3014308131190395,6.760450543115162,3.5199297473470175,0.0,High,0
6.372520380749027,0.0,7.7992027192421425,1.7360325028148438,1.0705477753265003,Low,1
1.7745682576206967,1.930362641506498,7.363891362150054,0.0718401522372738,1.4640588237600112,Low,0
4.056136268421133,2.774653124038341,7.007437138809915,0.0,0.5606132682554188,Low,1
7.177901193934732,2.424721805513421,7.204254942657026,1.5969298308940845,1.2093702661480987,Moderate,1
5.128560038190925,0.8373085165119646,6.311991185155162,2.418593763027939,1.086489579648131,Moderate,0
2.8445104441413878,1.5867610754626467,6.693900606668915,3.9954746390543248,1.8363937780566204,Low,0
3.5693925814800638,0.967163731220076,6.419364720247294,2.0549375482270857,0.9170460850650608,Moderate,0
6.359195497869352,0.6807335358106279,7.90137671642892,3.504365202076383,1.6408734713281843,Moderate,1
3.5392667365657267,2.455388571179851,6.904798884458938,1.3190876791677097,0.7493177953449135,Low,0
5.43291717916395,0.30246768873483787,5.702285975384962,1.4940815457028322,2.573857569196151,Low,1
5.091143679807628,0.6061835694183874,6.276562776836912,3.5810535237928782,0.6505267210880901,High,0
3.6967993047883656,0.39597436652761453,4.0,0.0,0.45200070053415875,High,0
9.28788817865065,0.00975247670095336,6.505507398117851,2.019475743354374,0.9196063044448498,Low,1
6.267838044636022,1.6464142918426035,7.037645065097149,1.4000579756662026,0.4175848755915418,Low,1
0.9497148266847857,2.661503048481976,6.8638641511330265,4.0409168072784265,0.0010748528849322536,Moderate,0
5.3729086295388555,1.3151232437547344,8.980154351531393,1.20763055753027,1.5820818834062997,Moderate,0
3.676427070463224,0.0,7.574906040915037,2.7748774543551415,0.0,Moderate,0
6.704866669592448,2.3399445397420275,7.530451853089151,3.382275454002041,0.4259733152004842,Moderate,1
3.4149585231345987,3.1857017540349712,5.356730965429723,0.0,0.0,Moderate,0
4.770527117066202,0.8537576758534055,6.635357945882867,1.7909445375891482,1.1137355201550894,High,0
6.0099745579609145,1.0214457332822817,6.513337192676304,1.352545348871093,0.0,Moderate,1
6.731510388340243,2.0156606300833944,6.213918801191992,3.4194398702443918,1.4382806759559363,Low,1
2.5994071858884475,3.1218737477850516,6.200119334486653,3.0126227612182905,1.524871941462018,Moderate,0
4.330997528318103,0.9801658542747739,5.1918770460583765,1.6501969549112268,0.0,Low,1
4.050109377678088,0.167550219001795,5.7241467953186715,0.4288879243759225,1.1524821622663344,Moderate,0
3.693341534852576,2.1314186062724065,7.874093402764949,3.557220044030135,1.4128474270561564,Moderate,0
8.530908480562193,2.2990680731422994,6.857085308006818,1.8985208351018277,1.7522402995329505,Moderate,1
5.809963421921911,1.5061314504352268,6.493597581725666,0.0,0.0,Low,1
2.4782320913299096,0.9418667403425494,6.994588665347292,0.0,0.0,High,0
6.835723894109552,2.494378730992046,8.167390678701151,2.6564501451094644,2.202119377336073,Moderate,1
9.244312394025266,2.0280360045479644,7.004210520875786,0.08629071085172191,0.34248823574430454,Low,1
7.064930521102294,0.7315644830965071,7.540374130931038,4.789471240405421,0.5780766599931567,Low,1
1.9612600680919732,1.5490947313056715,6.153395157611743,0.5943945734610041,1.506475619002302,Low,0
4.031531854267497,0.14829246797535345,6.381370049253281,1.9994589119640858,0.06463918138441505,Moderate,0
7.533822298373245,2.18589045643792,7.353976885063675,2.238667949240458,0.7873204695310994,Low,1
3.5846610687624385,1.237766430617144,8.892653708337114,0.9059333911447314,1.7133954342024467,Low,0
5.887638856292456,1.0642891676152628,8.429774859514874,0.0,0.0,Low,1
6.5492681068586736,1.467125514847566,7.582828069456139,2.286342646424341,0.5999965364835926,Moderate,1
3.1461390568438343,1.5403076993302478,7.151433760160718,0.8701400148466127,0.0986211040087237,Moderate,0
4.8809492878764,2.3949300615655607,8.401069355627172,2.174807641424665,0.3808516648866116,Low,1
0.0,2.0910905313252215,7.794678323045124,1.8165034216419367,1.9485188641045377,High,0
2.9512247173314203,1.3435907212071974,4.706337977629339,2.394936872107705,2.1240509071728537,High,0
4.494863697213679,2.2636681497189954,5.946069152144778,4.342805180984089,1.2062673035403704,Moderate,0
2.504433636070301,1.900737253691613,7.338140325357932,1.1807254809093164,1.425767747701978,Moderate,0
8.26482260786327,1.0734003637139629,5.213032434449028,1.296733018486256,1.4038839209872735,Moderate,1
2.1397172440787346,1.3752818417635142,6.102410995243138,0.0,0.46213121912865707,Moderate,0
4.119911026606032,1.3517771111568793,6.300185056342026,1.707224073351058,1.1905204033468078,Moderate,0
5.2614811545721825,2.005261343174202,6.743834093754167,2.6148049839124496,0.0,Moderate,0
7.8825465781322315,1.1329773852783582,6.7125697917737925,1.2747576836434595,0.23314440806830516,Moderate,1
2.1282756976411212,1.1095908135783668,6.710879572833173,2.6246457506082366,0.9305587628713822,Moderate,0
7.326327504309919,3.4687573094339585,7.825307517240313,1.7337372117662133,0.15122320508211118,Moderate,1
5.020466122039174,2.439735481747104,6.734776134549466,0.046600643046515344,0.0,High,0
3.036982697904098,0.7393993355748609,6.6153698679287665,2.467977606774657,0.4304817380344409,Low,0
5.924206948526542,2.070940993942198,5.650827895856484,1.6912517996524743,1.9170669801535158,High,0
5.39811939114694,1.6183500656551773,8.024346201985825,2.184136732114037,2.245711323114973,High,0
3.799566245682411,1.8915511752600938,6.328502486052514,1.1495751751843755,0.9739519784365887,High,0
5.139604169980037,1.6373413245651045,5.912969671998725,1.0168962155136576,1.4657591396358547,Low,1
4.22937280627648,2.689642645485236,7.213090574868971,2.2361162113294477,0.5492047022842088,Low,1
5.227034690502496,1.8456203446514459,6.233058737616937,1.6541001319367978,0.0,High,0
6.324261349042093,1.4379113017857126,6.4740472602057055,4.586417373753898,0.28518201549195543,High,0
8.172033632290704,2.5421905769830175,7.258460174319069,3.198095768241747,0.7533247738606392,Low,1
2.524369002346302,1.733285041087872,6.673517376220444,2.817506389201532,1.1127754255995723,Moderate,0
9.266066749312532,1.6214785793290578,9.311609375300634,1.7337787977478782,0.9192191160654517,Low,1
1.0958244009549962,1.8140226024861146,6.925171456680802,0.0,0.7746835083860266,Low,0
4.6964298099288335,1.4063909766336335,7.617838218879222,0.7886076085734817,0.5402935743956083,Low,1
6.176634412969153,1.509226992995469,5.058305952507055,1.0290598211235227,1.275090035769812,Low,1
5.561983735470065,0.9133054112381273,6.13935086808527,1.587523420565129,0.0,Moderate,0
3.7546009603588124,0.7488327803761212,5.913086305083287,1.9499607509150694,1.6416501690651908,Low,0
4.5837554992854495,0.5014296135175604,6.045620276697371,2.984112448228243,0.5309192889868769,High,0
4.013998130682334,0.10801671320292394,7.4155379938370025,2.409718341605098,2.653678602155157,Moderate,0
3.821270486111577,0.6202826386154435,8.03556506777741,3.7388047872048573,0.7477475681922269,Moderate,0
6.699204194042049,1.3257329655330743,7.344630504634511,1.5321470397211256,0.6158594213012961,High,0
5.714030971930095,1.603117582445637,6.773355376433691,2.3857444162552426,0.549851048712876,Moderate,0
